filename,partition,task,semantic_label,numeric_label
00773.png,train,source,museu_nacional_dart_de_catalunya,3
08652.png,test,source,rialto_bridge,2
09769.png,test,source,st_stephen_cathedral_vienna,4
04811.png,train,source,petronas_towers,1
09290.png,test,source,colosseum,0
05466.png,train,source,berlin_cathedral,5
03381.png,train,source,petronas_towers,1
09366.png,test,source,berlin_cathedral,5
07077.png,val,source,hagia_sophia,6
07427.png,val,source,hagia_sophia,6
08499.png,val,source,st_stephen_cathedral_vienna,4
03610.png,train,source,colosseum,0
09138.png,test,source,gaudi_casa_batllo_barcelona,7
09457.png,test,source,hagia_sophia,6
07136.png,val,source,berlin_cathedral,5
02262.png,train,source,rialto_bridge,2
05381.png,train,source,petronas_towers,1
07629.png,val,source,st_stephen_cathedral_vienna,4
02968.png,train,source,gaudi_casa_batllo_barcelona,7
02191.png,train,source,petronas_towers,1
02386.png,train,source,berlin_cathedral,5
07417.png,val,source,hagia_sophia,6
00549.png,train,source,st_stephen_cathedral_vienna,4
04232.png,train,source,rialto_bridge,2
07006.png,val,source,berlin_cathedral,5
07401.png,val,source,petronas_towers,1
00953.png,train,source,museu_nacional_dart_de_catalunya,3
05630.png,train,source,colosseum,0
05771.png,train,source,petronas_towers,1
08426.png,val,source,berlin_cathedral,5
01973.png,train,source,museu_nacional_dart_de_catalunya,3
00710.png,train,source,colosseum,0
08318.png,val,source,gaudi_casa_batllo_barcelona,7
05467.png,train,source,hagia_sophia,6
05089.png,train,source,st_stephen_cathedral_vienna,4
07956.png,val,source,berlin_cathedral,5
05966.png,train,source,berlin_cathedral,5
07597.png,val,source,hagia_sophia,6
04248.png,train,source,gaudi_casa_batllo_barcelona,7
05420.png,train,source,colosseum,0
00717.png,train,source,hagia_sophia,6
02451.png,train,source,petronas_towers,1
01130.png,train,source,colosseum,0
07391.png,val,source,petronas_towers,1
05496.png,train,source,berlin_cathedral,5
06661.png,train,source,petronas_towers,1
08138.png,val,source,gaudi_casa_batllo_barcelona,7
06033.png,train,source,museu_nacional_dart_de_catalunya,3
07319.png,val,source,st_stephen_cathedral_vienna,4
08411.png,val,source,petronas_towers,1
09196.png,test,source,berlin_cathedral,5
07979.png,val,source,st_stephen_cathedral_vienna,4
06171.png,train,source,petronas_towers,1
04512.png,train,source,rialto_bridge,2
07360.png,val,source,colosseum,0
03582.png,train,source,rialto_bridge,2
02249.png,train,source,st_stephen_cathedral_vienna,4
02876.png,train,source,berlin_cathedral,5
08181.png,val,source,petronas_towers,1
08543.png,test,source,museu_nacional_dart_de_catalunya,3
00750.png,train,source,colosseum,0
01591.png,train,source,petronas_towers,1
03437.png,train,source,hagia_sophia,6
08802.png,test,source,rialto_bridge,2
05613.png,train,source,museu_nacional_dart_de_catalunya,3
08617.png,test,source,hagia_sophia,6
05688.png,train,source,gaudi_casa_batllo_barcelona,7
06928.png,train,source,gaudi_casa_batllo_barcelona,7
07123.png,val,source,museu_nacional_dart_de_catalunya,3
01627.png,train,source,hagia_sophia,6
03418.png,train,source,gaudi_casa_batllo_barcelona,7
06363.png,train,source,museu_nacional_dart_de_catalunya,3
07476.png,val,source,berlin_cathedral,5
00308.png,train,source,gaudi_casa_batllo_barcelona,7
04567.png,train,source,hagia_sophia,6
04431.png,train,source,petronas_towers,1
08083.png,val,source,museu_nacional_dart_de_catalunya,3
04102.png,train,source,rialto_bridge,2
02546.png,train,source,berlin_cathedral,5
05351.png,train,source,petronas_towers,1
08859.png,test,source,st_stephen_cathedral_vienna,4
05850.png,train,source,colosseum,0
06501.png,train,source,petronas_towers,1
02173.png,train,source,museu_nacional_dart_de_catalunya,3
02740.png,train,source,colosseum,0
05410.png,train,source,colosseum,0
03908.png,train,source,gaudi_casa_batllo_barcelona,7
09819.png,test,source,st_stephen_cathedral_vienna,4
03093.png,train,source,museu_nacional_dart_de_catalunya,3
06153.png,train,source,museu_nacional_dart_de_catalunya,3
09023.png,test,source,museu_nacional_dart_de_catalunya,3
09872.png,test,source,rialto_bridge,2
08863.png,test,source,museu_nacional_dart_de_catalunya,3
04857.png,train,source,hagia_sophia,6
01763.png,train,source,museu_nacional_dart_de_catalunya,3
01647.png,train,source,hagia_sophia,6
04779.png,train,source,st_stephen_cathedral_vienna,4
02128.png,train,source,gaudi_casa_batllo_barcelona,7
06338.png,train,source,gaudi_casa_batllo_barcelona,7
02078.png,train,source,gaudi_casa_batllo_barcelona,7
01952.png,train,source,rialto_bridge,2
00242.png,train,source,rialto_bridge,2
08693.png,test,source,museu_nacional_dart_de_catalunya,3
08030.png,val,source,colosseum,0
04513.png,train,source,museu_nacional_dart_de_catalunya,3
09907.png,test,source,hagia_sophia,6
03883.png,train,source,museu_nacional_dart_de_catalunya,3
05299.png,train,source,st_stephen_cathedral_vienna,4
02256.png,train,source,berlin_cathedral,5
08020.png,val,source,colosseum,0
08902.png,test,source,rialto_bridge,2
06053.png,train,source,museu_nacional_dart_de_catalunya,3
03938.png,train,source,gaudi_casa_batllo_barcelona,7
08667.png,test,source,hagia_sophia,6
03506.png,train,source,berlin_cathedral,5
05677.png,train,source,hagia_sophia,6
09263.png,test,source,museu_nacional_dart_de_catalunya,3
03219.png,train,source,st_stephen_cathedral_vienna,4
04820.png,train,source,colosseum,0
01693.png,train,source,museu_nacional_dart_de_catalunya,3
05589.png,train,source,st_stephen_cathedral_vienna,4
04202.png,train,source,rialto_bridge,2
03518.png,train,source,gaudi_casa_batllo_barcelona,7
03562.png,train,source,rialto_bridge,2
01052.png,train,source,rialto_bridge,2
08609.png,test,source,st_stephen_cathedral_vienna,4
07619.png,val,source,st_stephen_cathedral_vienna,4
07472.png,val,source,rialto_bridge,2
07159.png,val,source,st_stephen_cathedral_vienna,4
08823.png,test,source,museu_nacional_dart_de_catalunya,3
02860.png,train,source,colosseum,0
08211.png,val,source,petronas_towers,1
09802.png,test,source,rialto_bridge,2
06026.png,train,source,berlin_cathedral,5
02216.png,train,source,berlin_cathedral,5
07228.png,val,source,gaudi_casa_batllo_barcelona,7
07273.png,val,source,museu_nacional_dart_de_catalunya,3
04062.png,train,source,rialto_bridge,2
03309.png,train,source,st_stephen_cathedral_vienna,4
05376.png,train,source,berlin_cathedral,5
09942.png,test,source,rialto_bridge,2
08972.png,test,source,rialto_bridge,2
01492.png,train,source,rialto_bridge,2
09003.png,test,source,museu_nacional_dart_de_catalunya,3
07717.png,val,source,hagia_sophia,6
01463.png,train,source,museu_nacional_dart_de_catalunya,3
06720.png,train,source,colosseum,0
01366.png,train,source,berlin_cathedral,5
01898.png,train,source,gaudi_casa_batllo_barcelona,7
04267.png,train,source,hagia_sophia,6
09841.png,test,source,petronas_towers,1
07312.png,val,source,rialto_bridge,2
05236.png,train,source,berlin_cathedral,5
01871.png,train,source,petronas_towers,1
05626.png,train,source,berlin_cathedral,5
05017.png,train,source,hagia_sophia,6
02326.png,train,source,berlin_cathedral,5
04566.png,train,source,berlin_cathedral,5
08590.png,test,source,colosseum,0
04982.png,train,source,rialto_bridge,2
00689.png,train,source,st_stephen_cathedral_vienna,4
01151.png,train,source,petronas_towers,1
05861.png,train,source,petronas_towers,1
02440.png,train,source,colosseum,0
09526.png,test,source,berlin_cathedral,5
08197.png,val,source,hagia_sophia,6
00007.png,train,source,hagia_sophia,6
07581.png,val,source,petronas_towers,1
05288.png,train,source,gaudi_casa_batllo_barcelona,7
04330.png,train,source,colosseum,0
06448.png,train,source,gaudi_casa_batllo_barcelona,7
01419.png,train,source,st_stephen_cathedral_vienna,4
00559.png,train,source,st_stephen_cathedral_vienna,4
09672.png,test,source,rialto_bridge,2
01773.png,train,source,museu_nacional_dart_de_catalunya,3
08871.png,test,source,petronas_towers,1
07518.png,val,source,gaudi_casa_batllo_barcelona,7
06776.png,train,source,berlin_cathedral,5
07027.png,val,source,hagia_sophia,6
09273.png,test,source,museu_nacional_dart_de_catalunya,3
08468.png,val,source,gaudi_casa_batllo_barcelona,7
04582.png,train,source,rialto_bridge,2
07346.png,val,source,berlin_cathedral,5
08478.png,val,source,gaudi_casa_batllo_barcelona,7
06151.png,train,source,petronas_towers,1
00597.png,train,source,hagia_sophia,6
09949.png,test,source,st_stephen_cathedral_vienna,4
05176.png,train,source,berlin_cathedral,5
07970.png,val,source,colosseum,0
01523.png,train,source,museu_nacional_dart_de_catalunya,3
00421.png,train,source,petronas_towers,1
00823.png,train,source,museu_nacional_dart_de_catalunya,3
01512.png,train,source,rialto_bridge,2
00513.png,train,source,museu_nacional_dart_de_catalunya,3
05461.png,train,source,petronas_towers,1
08018.png,val,source,gaudi_casa_batllo_barcelona,7
06017.png,train,source,hagia_sophia,6
01682.png,train,source,rialto_bridge,2
02897.png,train,source,hagia_sophia,6
08351.png,val,source,petronas_towers,1
04482.png,train,source,rialto_bridge,2
00139.png,train,source,st_stephen_cathedral_vienna,4
04921.png,train,source,petronas_towers,1
00908.png,train,source,gaudi_casa_batllo_barcelona,7
07350.png,val,source,colosseum,0
02352.png,train,source,rialto_bridge,2
08893.png,test,source,museu_nacional_dart_de_catalunya,3
08233.png,val,source,museu_nacional_dart_de_catalunya,3
02673.png,train,source,museu_nacional_dart_de_catalunya,3
09228.png,test,source,gaudi_casa_batllo_barcelona,7
02943.png,train,source,museu_nacional_dart_de_catalunya,3
07713.png,val,source,museu_nacional_dart_de_catalunya,3
02757.png,train,source,hagia_sophia,6
06497.png,train,source,hagia_sophia,6
08363.png,val,source,museu_nacional_dart_de_catalunya,3
02890.png,train,source,colosseum,0
08052.png,val,source,rialto_bridge,2
04239.png,train,source,st_stephen_cathedral_vienna,4
09332.png,test,source,rialto_bridge,2
07399.png,val,source,st_stephen_cathedral_vienna,4
09152.png,test,source,rialto_bridge,2
02207.png,train,source,hagia_sophia,6
09771.png,test,source,petronas_towers,1
03253.png,train,source,museu_nacional_dart_de_catalunya,3
02076.png,train,source,berlin_cathedral,5
01603.png,train,source,museu_nacional_dart_de_catalunya,3
00671.png,train,source,petronas_towers,1
08537.png,test,source,hagia_sophia,6
01918.png,train,source,gaudi_casa_batllo_barcelona,7
07917.png,val,source,hagia_sophia,6
09033.png,test,source,museu_nacional_dart_de_catalunya,3
06647.png,train,source,hagia_sophia,6
06996.png,train,source,berlin_cathedral,5
07943.png,val,source,museu_nacional_dart_de_catalunya,3
07478.png,val,source,gaudi_casa_batllo_barcelona,7
03878.png,train,source,gaudi_casa_batllo_barcelona,7
02270.png,train,source,colosseum,0
03121.png,train,source,petronas_towers,1
00911.png,train,source,petronas_towers,1
09148.png,test,source,gaudi_casa_batllo_barcelona,7
06228.png,train,source,gaudi_casa_batllo_barcelona,7
02572.png,train,source,rialto_bridge,2
04358.png,train,source,gaudi_casa_batllo_barcelona,7
05577.png,train,source,hagia_sophia,6
07013.png,val,source,museu_nacional_dart_de_catalunya,3
09476.png,test,source,berlin_cathedral,5
05511.png,train,source,petronas_towers,1
06548.png,train,source,gaudi_casa_batllo_barcelona,7
08236.png,val,source,berlin_cathedral,5
04307.png,train,source,hagia_sophia,6
00279.png,train,source,st_stephen_cathedral_vienna,4
08777.png,test,source,hagia_sophia,6
09131.png,test,source,petronas_towers,1
07652.png,val,source,rialto_bridge,2
07441.png,val,source,petronas_towers,1
02536.png,train,source,berlin_cathedral,5
08670.png,test,source,colosseum,0
02732.png,train,source,rialto_bridge,2
05438.png,train,source,gaudi_casa_batllo_barcelona,7
07021.png,val,source,petronas_towers,1
09477.png,test,source,hagia_sophia,6
07166.png,val,source,berlin_cathedral,5
01348.png,train,source,gaudi_casa_batllo_barcelona,7
08460.png,val,source,colosseum,0
09798.png,test,source,gaudi_casa_batllo_barcelona,7
08199.png,val,source,st_stephen_cathedral_vienna,4
01222.png,train,source,rialto_bridge,2
00636.png,train,source,berlin_cathedral,5
06099.png,train,source,st_stephen_cathedral_vienna,4
09153.png,test,source,museu_nacional_dart_de_catalunya,3
08722.png,test,source,rialto_bridge,2
02743.png,train,source,museu_nacional_dart_de_catalunya,3
03348.png,train,source,gaudi_casa_batllo_barcelona,7
00198.png,train,source,gaudi_casa_batllo_barcelona,7
08730.png,test,source,colosseum,0
05280.png,train,source,colosseum,0
06103.png,train,source,museu_nacional_dart_de_catalunya,3
04673.png,train,source,museu_nacional_dart_de_catalunya,3
05547.png,train,source,hagia_sophia,6
08040.png,val,source,colosseum,0
08682.png,test,source,rialto_bridge,2
09110.png,test,source,colosseum,0
03020.png,train,source,colosseum,0
04611.png,train,source,petronas_towers,1
03122.png,train,source,rialto_bridge,2
05026.png,train,source,berlin_cathedral,5
01986.png,train,source,berlin_cathedral,5
00511.png,train,source,petronas_towers,1
09858.png,test,source,gaudi_casa_batllo_barcelona,7
09637.png,test,source,hagia_sophia,6
06642.png,train,source,rialto_bridge,2
05229.png,train,source,st_stephen_cathedral_vienna,4
08433.png,val,source,museu_nacional_dart_de_catalunya,3
04046.png,train,source,berlin_cathedral,5
07388.png,val,source,gaudi_casa_batllo_barcelona,7
06837.png,train,source,hagia_sophia,6
03238.png,train,source,gaudi_casa_batllo_barcelona,7
01713.png,train,source,museu_nacional_dart_de_catalunya,3
05369.png,train,source,st_stephen_cathedral_vienna,4
01891.png,train,source,petronas_towers,1
09849.png,test,source,st_stephen_cathedral_vienna,4
02463.png,train,source,museu_nacional_dart_de_catalunya,3
03116.png,train,source,berlin_cathedral,5
09320.png,test,source,colosseum,0
09368.png,test,source,gaudi_casa_batllo_barcelona,7
09171.png,test,source,petronas_towers,1
08501.png,test,source,petronas_towers,1
02998.png,train,source,gaudi_casa_batllo_barcelona,7
02097.png,train,source,hagia_sophia,6
07818.png,val,source,gaudi_casa_batllo_barcelona,7
07596.png,val,source,berlin_cathedral,5
09486.png,test,source,berlin_cathedral,5
05508.png,train,source,gaudi_casa_batllo_barcelona,7
02816.png,train,source,berlin_cathedral,5
03433.png,train,source,museu_nacional_dart_de_catalunya,3
02790.png,train,source,colosseum,0
07409.png,val,source,st_stephen_cathedral_vienna,4
02068.png,train,source,gaudi_casa_batllo_barcelona,7
00048.png,train,source,gaudi_casa_batllo_barcelona,7
04870.png,train,source,colosseum,0
01878.png,train,source,gaudi_casa_batllo_barcelona,7
08269.png,val,source,st_stephen_cathedral_vienna,4
06778.png,train,source,gaudi_casa_batllo_barcelona,7
09878.png,test,source,gaudi_casa_batllo_barcelona,7
00329.png,train,source,st_stephen_cathedral_vienna,4
07248.png,val,source,gaudi_casa_batllo_barcelona,7
03766.png,train,source,berlin_cathedral,5
01117.png,train,source,hagia_sophia,6
09452.png,test,source,rialto_bridge,2
04932.png,train,source,rialto_bridge,2
06976.png,train,source,berlin_cathedral,5
04260.png,train,source,colosseum,0
05891.png,train,source,petronas_towers,1
04808.png,train,source,gaudi_casa_batllo_barcelona,7
07978.png,val,source,gaudi_casa_batllo_barcelona,7
04100.png,train,source,colosseum,0
04732.png,train,source,rialto_bridge,2
07440.png,val,source,colosseum,0
07357.png,val,source,hagia_sophia,6
03991.png,train,source,petronas_towers,1
08418.png,val,source,gaudi_casa_batllo_barcelona,7
06129.png,train,source,st_stephen_cathedral_vienna,4
07157.png,val,source,hagia_sophia,6
00853.png,train,source,museu_nacional_dart_de_catalunya,3
06342.png,train,source,rialto_bridge,2
09778.png,test,source,gaudi_casa_batllo_barcelona,7
04311.png,train,source,petronas_towers,1
09333.png,test,source,museu_nacional_dart_de_catalunya,3
05272.png,train,source,rialto_bridge,2
08281.png,val,source,petronas_towers,1
07297.png,val,source,hagia_sophia,6
00149.png,train,source,st_stephen_cathedral_vienna,4
03203.png,train,source,museu_nacional_dart_de_catalunya,3
07223.png,val,source,museu_nacional_dart_de_catalunya,3
04700.png,train,source,colosseum,0
00309.png,train,source,st_stephen_cathedral_vienna,4
08840.png,test,source,colosseum,0
05191.png,train,source,petronas_towers,1
05129.png,train,source,st_stephen_cathedral_vienna,4
09967.png,test,source,hagia_sophia,6
07532.png,val,source,rialto_bridge,2
03412.png,train,source,rialto_bridge,2
02396.png,train,source,berlin_cathedral,5
05380.png,train,source,colosseum,0
04259.png,train,source,st_stephen_cathedral_vienna,4
08477.png,val,source,hagia_sophia,6
07482.png,val,source,rialto_bridge,2
09373.png,test,source,museu_nacional_dart_de_catalunya,3
09070.png,test,source,colosseum,0
03446.png,train,source,berlin_cathedral,5
01308.png,train,source,gaudi_casa_batllo_barcelona,7
