reviewText,unixReviewTime,reviewTime
Plenty of eye candy for the men also. ok to kill a couple of hours with. would probably be killer to see ann faris in the outakes.,1399680000,"05 10, 2014"
Nearly two hours of my life I will never get back. This movie was so painfully stupid and boring. I can't believe I didn't just turn it off! Don't waste your time!,1361923200,"02 27, 2013"
"Briefly, this movie has very, very little going for it except forsome nice CG graphics in many places.  The plot seemsabsurd in its major elements (that 2 planets could be almosttouching each other but each one has gravity that worksin its own direction and doesn't affect the gravity of the othersuch that they remain almost touching--then we're supposedto believe our ""hero"" finds a way to travel to the other planeteven though his gravity would make him fall upward there...In addition to being totally unrealistic, the ""plot"" is formulaic,the dialog uninteresting, the chemistry almost nonexistent;frankly I don't really recommend anyone waste their time on it.Sorry.",1388966400,"01 6, 2014"
"This documentary is presented in a very boring and with a noticeable revisionist history perspective.  It seems that the host makes every attempt to show the moors only in a good light.  She fails to bring up how Spain was seized in a very bloody jihad and the moors treatment of Europeans and non-Muslims.  If someone is going to teach or talk about history, then it is better to include all of it, not some of it.",1455235200,"02 12, 2016"
"I know, I know.These disks haven't been released yet - but I've heard Shout Factory has beautifully restored them - and I own the unrated (and rated cuts) of these classics on DVD and VHS. I've also taken a look at the special features - which are plentiful.I rate them (in order):Slumber Party MassacreSlumber Party Massacre 3Slumber Party Massacre 2I'm sure some will disagree with that assessment; but this review is to entice some folks who aren't familiar with this series to GET THEMSELVES ACQUAINTED - and the price is so great - why NOT order this collection???? These are CLASSIC cheesy flicks that inspired TONS of knock-offs and spin-offs.And for those who are interested; here's my rankings of the ""Slumber Party""/""Sorority House"" Massacre series - best to worst with star rankings out of five (knock-off's and spin-offs included):""Slumber Party Massacre"" (1982) - ***** The Original and Best - Brinke is HOT here in her cameo. A classic 80's slasher to go down in history.""Sorority House Massacre"" (1986) - ****1/2 Starts off slow - and then has an amazing finale. A great spin-off.""Spring Break Massacre"" (2008) - ****1/2 - Cheap for sure. But a welcome movie that was a BIG step-up from ""Cheerleader Massacre"". Linnea Quigley and Reggie Bannister are WELCOME anytime.""Hard to Die"" (1990) - **** - The unofficial ""Sorority House Massacre 3"" - but it contains stock footage from ""Slumber Party Massacre""? This one is so-bad-it's-good - and knew it. I LOVE this lousy clone of ""Die Hard"". Great fun. Forrest J. Ackerman has an amazing cameo.""Slumber Party Massacre 3"" (1990) - **** - Great fun. LOVED the next-door-neighbor with the telescope. Hope the re-release DVD is Unrated - because the New Concorde DVD I own is EDITED!!!! Still holding on to my VHS.""Sorority House Massacre 2"" (1990) - ***1/2 - CHEAP - but great fun. So-Bad-It's-Good in many ways. Boom mics and blood bottles throughout. Worth a purchase at a reasonable price for sure.""Slumber Party Massacre 2"" (1987) - *** - Kinda a rip off of ""A Nightmare on Elm Street"" that doesn't make sense. Though Points for the killer with the drill in his guitar.""The Last Slumber Party"" (1988) - A knock-off that's so-bad-it's-good. Terrible film stock. Atrocious gore effects - but laugh out loud funny :-)""Cheerleader Massacre"" (2003) - **1/2 - LAME movie. Bad Video. Worth a rent or purchase (if cheap). Glad it wasn't an official sequel.Haven't seen: ""Cheerleader Massacre 2""",1279411200,"07 18, 2010"
Non- Fiction is always best. Rarely does a movie move me physically to stand and cheer. This one will get to you in such a positive way. Made me proud.,1402790400,"06 15, 2014"
"You must purchase this movie today, and thus support fine independent cinema. The two lead actors are superb, and there are no false aspects to this powerful glimpse into the lives of two Mormon missionaries. Nick Ferrucci, one of the young actors, is a gifted actor who deserves great mainstream success. (His character's partner/companion in the movie is excellent, also, but Nick's character is the more sympathetic in the film). I am happy that the Amazon.com DVD market enables us to see fine cinema such as ""The Falls"" at home.",1364083200,"03 24, 2013"
I LOVE my murder mysteries and this movie is no exception.  I've watched it time and again.  Perfectly written for the small screen.,1217116800,"07 27, 2008"
I love this movie.  I watch it over and over again.,1444435200,"10 10, 2015"
I loved seeing this movie so much when it came in theatres! :3If anyone loves hearing stories of Santa Claus to the Tooth fairy to Jack Frost... this is the type of fantasy movie to watch!,1435795200,"07 2, 2015"
"I will always love ""Dallas"" and own the entire series, plus the first season of the new series.  I bought this season nine knowing it was ""all a dream"" which I did not enjoy for that reason.  But even more disappointing that the ""dream"" thing, I have to say this:  WHAT DOES EVERYONE LIKE SO MUCH ABOUT BARBARA BEL GEDDES????  Last season with Donna Reed was, to me and others I know, what the real Miss Ellie should be.  She was an attractive older woman who can act, dressed attractively but appropriately, and was just so real.  Barbara Bel Geddes has spent all these prior seasons lumbering about in ugly, colorless sack dresses not worthy of Jock Ewing's wife, staring off into space and seldom looking anyone in the eye as she drones her lines, and every once in a while she drawls ""Jayyyyy  Ahhhhhh,"" to J.R. or referring to him. To see her return in this season nine was the biggest let down for me.  Of course I knew she would be back, I'm old enough to remember watching the entire series on television. But the let down was no less because of that. I recommend buying this season for any true Dallas fans who want to own the whole series and make it complete, but to sit and watch it all as a dream -- I didn't do it.  I watched the first episode to refresh my memory, then put it on the shelf and went to Season 10.",1351900800,"11 3, 2012"
